mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut0	1	1	0.929059	0.920737	1	1	1	0.9305	1	1	0
mut1	1	1	0.929059	0.920737	1	1	1	0.9305	1	1	0
mut2	1	1	0.929059	0.920737	1	1	1	0.9305	1	1	0
mut3	1	1	0.929059	0.920737	1	1	1	0.9305	1	1	0
mut4	1	1	0.929059	0.920737	1	1	1	0.9305	1	1	0
mut5	0.59745	0.0786907	0.0597923	0.0418821	0.023571	0.0257434	0.0360562	0.0592667	0.0391881	0.0581469	1
mut6	0.59745	0.0786907	0.0597923	0.0418821	0.023571	0.0257434	0.0360562	0.0592667	0.0391881	0.0581469	1
mut7	0.59745	0.0786907	0.0597923	0.0418821	0.023571	0.0257434	0.0360562	0.0592667	0.0391881	0.0581469	1
mut8	0.59745	0.0786907	0.0597923	0.0418821	0.023571	0.0257434	0.0360562	0.0592667	0.0391881	0.0581469	1
mut9	0.59745	0.0786907	0.0597923	0.0418821	0.023571	0.0257434	0.0360562	0.0592667	0.0391881	0.0581469	1
mut10	0.407267	0.85346	0.88888	1	0.952894	1	0.930472	0.985573	1	0.861008	2
mut11	0.407267	0.85346	0.88888	1	0.952894	1	0.930472	0.985573	1	0.861008	2
mut12	0.407267	0.85346	0.88888	1	0.952894	1	0.930472	0.985573	1	0.861008	2
mut13	0.407267	0.85346	0.88888	1	0.952894	1	0.930472	0.985573	1	0.861008	2
mut14	0.407267	0.85346	0.88888	1	0.952894	1	0.930472	0.985573	1	0.861008	2
mut15	0.26386	0.0461496	0.0376415	0.0180994	0.00905429	0.0130921	0.0201918	0.0167131	0.238072	0.0322889	3
mut16	0.26386	0.0461496	0.0376415	0.0180994	0.00905429	0.0130921	0.0201918	0.0167131	0.238072	0.0322889	3
mut17	0.26386	0.0461496	0.0376415	0.0180994	0.00905429	0.0130921	0.0201918	0.0167131	0.238072	0.0322889	3
mut18	0.26386	0.0461496	0.0376415	0.0180994	0.00905429	0.0130921	0.0201918	0.0167131	0.238072	0.0322889	3
mut19	0.26386	0.0461496	0.0376415	0.0180994	0.00905429	0.0130921	0.0201918	0.0167131	0.238072	0.0322889	3
mut20	0.00500322	0.0383466	0.265713	0.0187314	0.0100251	0.0134323	0.0184386	0.0223661	0.174602	0.0308476	4
mut21	0.00500322	0.0383466	0.265713	0.0187314	0.0100251	0.0134323	0.0184386	0.0223661	0.174602	0.0308476	4
mut22	0.00500322	0.0383466	0.265713	0.0187314	0.0100251	0.0134323	0.0184386	0.0223661	0.174602	0.0308476	4
mut23	0.00500322	0.0383466	0.265713	0.0187314	0.0100251	0.0134323	0.0184386	0.0223661	0.174602	0.0308476	4
mut24	0.00500322	0.0383466	0.265713	0.0187314	0.0100251	0.0134323	0.0184386	0.0223661	0.174602	0.0308476	4
mut25	0.0206711	0.288304	0.236651	0.384916	0.050244	0.0490634	0.739596	0.675914	0.376879	0.170088	5
mut26	0.0206711	0.288304	0.236651	0.384916	0.050244	0.0490634	0.739596	0.675914	0.376879	0.170088	5
mut27	0.0206711	0.288304	0.236651	0.384916	0.050244	0.0490634	0.739596	0.675914	0.376879	0.170088	5
mut28	0.0206711	0.288304	0.236651	0.384916	0.050244	0.0490634	0.739596	0.675914	0.376879	0.170088	5
mut29	0.0206711	0.288304	0.236651	0.384916	0.050244	0.0490634	0.739596	0.675914	0.376879	0.170088	5
mut30	0.104803	0.462989	0.299728	0.488927	0.92876	0.900089	0.226577	0.174068	0.162669	0.606528	6
mut31	0.104803	0.462989	0.299728	0.488927	0.92876	0.900089	0.226577	0.174068	0.162669	0.606528	6
mut32	0.104803	0.462989	0.299728	0.488927	0.92876	0.900089	0.226577	0.174068	0.162669	0.606528	6
mut33	0.104803	0.462989	0.299728	0.488927	0.92876	0.900089	0.226577	0.174068	0.162669	0.606528	6
mut34	0.104803	0.462989	0.299728	0.488927	0.92876	0.900089	0.226577	0.174068	0.162669	0.606528	6
mut35	0.097592	0.479991	0.268524	0.495597	0.802543	0.822872	0.179053	0.164521	0.147991	0.594001	7
mut36	0.097592	0.479991	0.268524	0.495597	0.802543	0.822872	0.179053	0.164521	0.147991	0.594001	7
mut37	0.097592	0.479991	0.268524	0.495597	0.802543	0.822872	0.179053	0.164521	0.147991	0.594001	7
mut38	0.097592	0.479991	0.268524	0.495597	0.802543	0.822872	0.179053	0.164521	0.147991	0.594001	7
mut39	0.097592	0.479991	0.268524	0.495597	0.802543	0.822872	0.179053	0.164521	0.147991	0.594001	7
mut40	0.361506	0.0340254	0.0346961	0.0233039	0.0110001	0.010842	0.0169036	0.0355271	0.0195088	0.0340186	8
mut41	0.361506	0.0340254	0.0346961	0.0233039	0.0110001	0.010842	0.0169036	0.0355271	0.0195088	0.0340186	8
mut42	0.361506	0.0340254	0.0346961	0.0233039	0.0110001	0.010842	0.0169036	0.0355271	0.0195088	0.0340186	8
mut43	0.361506	0.0340254	0.0346961	0.0233039	0.0110001	0.010842	0.0169036	0.0355271	0.0195088	0.0340186	8
mut44	0.361506	0.0340254	0.0346961	0.0233039	0.0110001	0.010842	0.0169036	0.0355271	0.0195088	0.0340186	8
mut45	0.00498245	0.132528	0.0341661	0.35386	0.0107127	0.0123907	0.0484418	0.0213406	0.0204012	0.2299	9
mut46	0.00498245	0.132528	0.0341661	0.35386	0.0107127	0.0123907	0.0484418	0.0213406	0.0204012	0.2299	9
mut47	0.00498245	0.132528	0.0341661	0.35386	0.0107127	0.0123907	0.0484418	0.0213406	0.0204012	0.2299	9
mut48	0.00498245	0.132528	0.0341661	0.35386	0.0107127	0.0123907	0.0484418	0.0213406	0.0204012	0.2299	9
mut49	0.00498245	0.132528	0.0341661	0.35386	0.0107127	0.0123907	0.0484418	0.0213406	0.0204012	0.2299	9
mut50	0.0634092	0.116384	0.0988742	0.0646701	0.141599	0.121106	0.0624779	0.0657577	0.052406	0.188154	10
mut51	0.0634092	0.116384	0.0988742	0.0646701	0.141599	0.121106	0.0624779	0.0657577	0.052406	0.188154	10
mut52	0.0634092	0.116384	0.0988742	0.0646701	0.141599	0.121106	0.0624779	0.0657577	0.052406	0.188154	10
mut53	0.0634092	0.116384	0.0988742	0.0646701	0.141599	0.121106	0.0624779	0.0657577	0.052406	0.188154	10
mut54	0.0634092	0.116384	0.0988742	0.0646701	0.141599	0.121106	0.0624779	0.0657577	0.052406	0.188154	10
mut55	0.0215541	0.129032	0.113014	0.0560036	0.665834	0.751225	0.0526649	0.0552086	0.0516516	0.0776195	11
mut56	0.0215541	0.129032	0.113014	0.0560036	0.665834	0.751225	0.0526649	0.0552086	0.0516516	0.0776195	11
mut57	0.0215541	0.129032	0.113014	0.0560036	0.665834	0.751225	0.0526649	0.0552086	0.0516516	0.0776195	11
mut58	0.0215541	0.129032	0.113014	0.0560036	0.665834	0.751225	0.0526649	0.0552086	0.0516516	0.0776195	11
mut59	0.0215541	0.129032	0.113014	0.0560036	0.665834	0.751225	0.0526649	0.0552086	0.0516516	0.0776195	11
mut60	0.0157808	0.237029	0.200256	0.39616	0.0321418	0.0407789	0.594407	0.690466	0.284251	0.148397	12
mut61	0.0157808	0.237029	0.200256	0.39616	0.0321418	0.0407789	0.594407	0.690466	0.284251	0.148397	12
mut62	0.0157808	0.237029	0.200256	0.39616	0.0321418	0.0407789	0.594407	0.690466	0.284251	0.148397	12
mut63	0.0157808	0.237029	0.200256	0.39616	0.0321418	0.0407789	0.594407	0.690466	0.284251	0.148397	12
mut64	0.0157808	0.237029	0.200256	0.39616	0.0321418	0.0407789	0.594407	0.690466	0.284251	0.148397	12
mut65	0.00471365	0.0410997	0.027681	0.0195428	0.631285	0.22708	0.0179625	0.0210501	0.016794	0.0287921	13
mut66	0.00471365	0.0410997	0.027681	0.0195428	0.631285	0.22708	0.0179625	0.0210501	0.016794	0.0287921	13
mut67	0.00471365	0.0410997	0.027681	0.0195428	0.631285	0.22708	0.0179625	0.0210501	0.016794	0.0287921	13
mut68	0.00471365	0.0410997	0.027681	0.0195428	0.631285	0.22708	0.0179625	0.0210501	0.016794	0.0287921	13
mut69	0.00471365	0.0410997	0.027681	0.0195428	0.631285	0.22708	0.0179625	0.0210501	0.016794	0.0287921	13
mut70	0.0118569	0.0409538	0.0521124	0.0206175	0.0280414	0.123248	0.0193864	0.0181738	0.0170815	0.0265558	14
mut71	0.0118569	0.0409538	0.0521124	0.0206175	0.0280414	0.123248	0.0193864	0.0181738	0.0170815	0.0265558	14
mut72	0.0118569	0.0409538	0.0521124	0.0206175	0.0280414	0.123248	0.0193864	0.0181738	0.0170815	0.0265558	14
mut73	0.0118569	0.0409538	0.0521124	0.0206175	0.0280414	0.123248	0.0193864	0.0181738	0.0170815	0.0265558	14
mut74	0.0118569	0.0409538	0.0521124	0.0206175	0.0280414	0.123248	0.0193864	0.0181738	0.0170815	0.0265558	14
mut75	0.0587061	0.0777067	0.059394	0.0421862	0.11993	0.0629205	0.0403733	0.0378238	0.0314274	0.0894749	15
mut76	0.0587061	0.0777067	0.059394	0.0421862	0.11993	0.0629205	0.0403733	0.0378238	0.0314274	0.0894749	15
mut77	0.0587061	0.0777067	0.059394	0.0421862	0.11993	0.0629205	0.0403733	0.0378238	0.0314274	0.0894749	15
mut78	0.0587061	0.0777067	0.059394	0.0421862	0.11993	0.0629205	0.0403733	0.0378238	0.0314274	0.0894749	15
mut79	0.0587061	0.0777067	0.059394	0.0421862	0.11993	0.0629205	0.0403733	0.0378238	0.0314274	0.0894749	15
mut80	0.043795	0.0409366	0.0285949	0.0180035	0.0398997	0.0112681	0.0207777	0.0191179	0.0158021	0.0603691	16
mut81	0.043795	0.0409366	0.0285949	0.0180035	0.0398997	0.0112681	0.0207777	0.0191179	0.0158021	0.0603691	16
mut82	0.043795	0.0409366	0.0285949	0.0180035	0.0398997	0.0112681	0.0207777	0.0191179	0.0158021	0.0603691	16
mut83	0.043795	0.0409366	0.0285949	0.0180035	0.0398997	0.0112681	0.0207777	0.0191179	0.0158021	0.0603691	16
mut84	0.043795	0.0409366	0.0285949	0.0180035	0.0398997	0.0112681	0.0207777	0.0191179	0.0158021	0.0603691	16
mut85	0.00916863	0.0836827	0.0614199	0.120058	0.0245836	0.0243414	0.681888	0.520017	0.107208	0.0747282	17
mut86	0.00916863	0.0836827	0.0614199	0.120058	0.0245836	0.0243414	0.681888	0.520017	0.107208	0.0747282	17
mut87	0.00916863	0.0836827	0.0614199	0.120058	0.0245836	0.0243414	0.681888	0.520017	0.107208	0.0747282	17
mut88	0.00916863	0.0836827	0.0614199	0.120058	0.0245836	0.0243414	0.681888	0.520017	0.107208	0.0747282	17
mut89	0.00916863	0.0836827	0.0614199	0.120058	0.0245836	0.0243414	0.681888	0.520017	0.107208	0.0747282	17
mut90	0.00507927	0.0354781	0.0306548	0.0187039	0.00988176	0.0115469	0.354993	0.0455176	0.0178411	0.0319094	18
mut91	0.00507927	0.0354781	0.0306548	0.0187039	0.00988176	0.0115469	0.354993	0.0455176	0.0178411	0.0319094	18
mut92	0.00507927	0.0354781	0.0306548	0.0187039	0.00988176	0.0115469	0.354993	0.0455176	0.0178411	0.0319094	18
mut93	0.00507927	0.0354781	0.0306548	0.0187039	0.00988176	0.0115469	0.354993	0.0455176	0.0178411	0.0319094	18
mut94	0.00507927	0.0354781	0.0306548	0.0187039	0.00988176	0.0115469	0.354993	0.0455176	0.0178411	0.0319094	18
