mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut0	1	1	0.969464	0.963665	1	1	0.915506	0.970002	1	1	0
mut1	1	1	0.969464	0.963665	1	1	0.915506	0.970002	1	1	0
mut2	1	1	0.969464	0.963665	1	1	0.915506	0.970002	1	1	0
mut3	1	1	0.969464	0.963665	1	1	0.915506	0.970002	1	1	0
mut4	1	1	0.969464	0.963665	1	1	0.915506	0.970002	1	1	0
mut5	0.855907	0.0224646	0.0137812	0.0175807	0.0135896	0.70648	0.0058521	0.0144042	0.0114556	0.0160083	1
mut6	0.855907	0.0224646	0.0137812	0.0175807	0.0135896	0.70648	0.0058521	0.0144042	0.0114556	0.0160083	1
mut7	0.855907	0.0224646	0.0137812	0.0175807	0.0135896	0.70648	0.0058521	0.0144042	0.0114556	0.0160083	1
mut8	0.855907	0.0224646	0.0137812	0.0175807	0.0135896	0.70648	0.0058521	0.0144042	0.0114556	0.0160083	1
mut9	0.855907	0.0224646	0.0137812	0.0175807	0.0135896	0.70648	0.0058521	0.0144042	0.0114556	0.0160083	1
mut10	0.146378	0.868295	0.942542	1	0.980753	0.221957	0.953787	0.886418	0.910652	1	2
mut11	0.146378	0.868295	0.942542	1	0.980753	0.221957	0.953787	0.886418	0.910652	1	2
mut12	0.146378	0.868295	0.942542	1	0.980753	0.221957	0.953787	0.886418	0.910652	1	2
mut13	0.146378	0.868295	0.942542	1	0.980753	0.221957	0.953787	0.886418	0.910652	1	2
mut14	0.146378	0.868295	0.942542	1	0.980753	0.221957	0.953787	0.886418	0.910652	1	2
mut15	0.144584	1	0.996881	0.915165	1	0.18756	1	0.910747	1	0.95322	3
mut16	0.144584	1	0.996881	0.915165	1	0.18756	1	0.910747	1	0.95322	3
mut17	0.144584	1	0.996881	0.915165	1	0.18756	1	0.910747	1	0.95322	3
mut18	0.144584	1	0.996881	0.915165	1	0.18756	1	0.910747	1	0.95322	3
mut19	0.144584	1	0.996881	0.915165	1	0.18756	1	0.910747	1	0.95322	3
mut20	0.0259133	0.127062	0.0298153	0.137396	0.0286903	0.0391838	0.821777	0.0321652	0.0384746	0.0329022	4
mut21	0.0259133	0.127062	0.0298153	0.137396	0.0286903	0.0391838	0.821777	0.0321652	0.0384746	0.0329022	4
mut22	0.0259133	0.127062	0.0298153	0.137396	0.0286903	0.0391838	0.821777	0.0321652	0.0384746	0.0329022	4
mut23	0.0259133	0.127062	0.0298153	0.137396	0.0286903	0.0391838	0.821777	0.0321652	0.0384746	0.0329022	4
mut24	0.0259133	0.127062	0.0298153	0.137396	0.0286903	0.0391838	0.821777	0.0321652	0.0384746	0.0329022	4
mut25	0.0150264	0.551218	0.823156	0.624456	0.272035	0.0390179	0.0330642	0.54868	0.257071	0.0897779	5
mut26	0.0150264	0.551218	0.823156	0.624456	0.272035	0.0390179	0.0330642	0.54868	0.257071	0.0897779	5
mut27	0.0150264	0.551218	0.823156	0.624456	0.272035	0.0390179	0.0330642	0.54868	0.257071	0.0897779	5
mut28	0.0150264	0.551218	0.823156	0.624456	0.272035	0.0390179	0.0330642	0.54868	0.257071	0.0897779	5
mut29	0.0150264	0.551218	0.823156	0.624456	0.272035	0.0390179	0.0330642	0.54868	0.257071	0.0897779	5
mut30	0.00686478	0.0768916	0.016226	0.125316	0.0181864	0.0208867	0.27294	0.0171144	0.0284759	0.0151943	6
mut31	0.00686478	0.0768916	0.016226	0.125316	0.0181864	0.0208867	0.27294	0.0171144	0.0284759	0.0151943	6
mut32	0.00686478	0.0768916	0.016226	0.125316	0.0181864	0.0208867	0.27294	0.0171144	0.0284759	0.0151943	6
mut33	0.00686478	0.0768916	0.016226	0.125316	0.0181864	0.0208867	0.27294	0.0171144	0.0284759	0.0151943	6
mut34	0.00686478	0.0768916	0.016226	0.125316	0.0181864	0.0208867	0.27294	0.0171144	0.0284759	0.0151943	6
mut35	0.0986452	0.240077	0.16307	0.0947346	0.591795	0.0986897	0.0620023	0.430899	0.733525	0.89807	7
mut36	0.0986452	0.240077	0.16307	0.0947346	0.591795	0.0986897	0.0620023	0.430899	0.733525	0.89807	7
mut37	0.0986452	0.240077	0.16307	0.0947346	0.591795	0.0986897	0.0620023	0.430899	0.733525	0.89807	7
mut38	0.0986452	0.240077	0.16307	0.0947346	0.591795	0.0986897	0.0620023	0.430899	0.733525	0.89807	7
mut39	0.0986452	0.240077	0.16307	0.0947346	0.591795	0.0986897	0.0620023	0.430899	0.733525	0.89807	7
mut40	0.0861106	0.166959	0.120994	0.0565711	0.50685	0.06071	0.0170323	0.358848	0.642665	0.634862	8
mut41	0.0861106	0.166959	0.120994	0.0565711	0.50685	0.06071	0.0170323	0.358848	0.642665	0.634862	8
mut42	0.0861106	0.166959	0.120994	0.0565711	0.50685	0.06071	0.0170323	0.358848	0.642665	0.634862	8
mut43	0.0861106	0.166959	0.120994	0.0565711	0.50685	0.06071	0.0170323	0.358848	0.642665	0.634862	8
mut44	0.0861106	0.166959	0.120994	0.0565711	0.50685	0.06071	0.0170323	0.358848	0.642665	0.634862	8
mut45	0.00722265	0.449957	0.789786	0.693863	0.271224	0.0225616	0.011733	0.428829	0.227161	0.0596663	9
mut46	0.00722265	0.449957	0.789786	0.693863	0.271224	0.0225616	0.011733	0.428829	0.227161	0.0596663	9
mut47	0.00722265	0.449957	0.789786	0.693863	0.271224	0.0225616	0.011733	0.428829	0.227161	0.0596663	9
mut48	0.00722265	0.449957	0.789786	0.693863	0.271224	0.0225616	0.011733	0.428829	0.227161	0.0596663	9
mut49	0.00722265	0.449957	0.789786	0.693863	0.271224	0.0225616	0.011733	0.428829	0.227161	0.0596663	9
mut50	0.0750367	0.0506572	0.06837	0.0315066	0.0899952	0.0380906	0.0113667	0.0527998	0.421427	0.0583651	10
mut51	0.0750367	0.0506572	0.06837	0.0315066	0.0899952	0.0380906	0.0113667	0.0527998	0.421427	0.0583651	10
mut52	0.0750367	0.0506572	0.06837	0.0315066	0.0899952	0.0380906	0.0113667	0.0527998	0.421427	0.0583651	10
mut53	0.0750367	0.0506572	0.06837	0.0315066	0.0899952	0.0380906	0.0113667	0.0527998	0.421427	0.0583651	10
mut54	0.0750367	0.0506572	0.06837	0.0315066	0.0899952	0.0380906	0.0113667	0.0527998	0.421427	0.0583651	10
mut55	0.0767087	0.0253247	0.0154216	0.0182474	0.0136323	0.0182489	0.00528476	0.0152634	0.0551343	0.014691	11
mut56	0.0767087	0.0253247	0.0154216	0.0182474	0.0136323	0.0182489	0.00528476	0.0152634	0.0551343	0.014691	11
mut57	0.0767087	0.0253247	0.0154216	0.0182474	0.0136323	0.0182489	0.00528476	0.0152634	0.0551343	0.014691	11
mut58	0.0767087	0.0253247	0.0154216	0.0182474	0.0136323	0.0182489	0.00528476	0.0152634	0.0551343	0.014691	11
mut59	0.0767087	0.0253247	0.0154216	0.0182474	0.0136323	0.0182489	0.00528476	0.0152634	0.0551343	0.014691	11
mut60	0.00801597	0.0253872	0.0158371	0.0174944	0.0647819	0.019685	0.0319163	0.0270787	0.0107005	0.111959	12
mut61	0.00801597	0.0253872	0.0158371	0.0174944	0.0647819	0.019685	0.0319163	0.0270787	0.0107005	0.111959	12
mut62	0.00801597	0.0253872	0.0158371	0.0174944	0.0647819	0.019685	0.0319163	0.0270787	0.0107005	0.111959	12
mut63	0.00801597	0.0253872	0.0158371	0.0174944	0.0647819	0.019685	0.0319163	0.0270787	0.0107005	0.111959	12
mut64	0.00801597	0.0253872	0.0158371	0.0174944	0.0647819	0.019685	0.0319163	0.0270787	0.0107005	0.111959	12
